match_id,SetNo,GameNo,SetWinP,G_Winner,G_P1GmWon,G_P2GmWon,G_Ser,G_P1Ace,G_P2Ace,G_P1Wn,G_P2Wn,G_P1Df,G_P2Df,G_P1UE,G_P2UE,G_P1NP,G_P2NP,G_P1NPW,G_P2NPW,G_P1BP,G_P2BP,G_P1BPWon,G_P2BPWon,G_P1FW,G_P1BW,G_P2FW,G_P2BW,G_P1SerW,G_P2SerW,G_avg_SerSp,G_totalPoints
2011-ausopen-1103,3,1,1,2,0,1,2,0,1,0,3,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174.83333333333334,6
2011-ausopen-1103,3,10,1,1,5,5,2,0,0,1,1,0,0,4,4,3,1,2,0,0,2,0,0,0,0,0,0,0,0,174.66666666666666,12
2011-ausopen-1103,3,11,1,2,5,6,2,0,2,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196.4,5
2011-ausopen-1103,3,12,1,1,6,6,2,1,0,1,1,0,0,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,171.59955057589352,6
2011-ausopen-1103,3,13,1,1,7,6,2,0,1,2,2,0,1,2,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,172.9664419546134,12
2011-ausopen-1103,3,2,1,1,1,1,2,0,0,1,1,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,181.2,5
2011-ausopen-1103,3,3,1,2,1,2,2,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183.2,5
2011-ausopen-1103,3,4,1,1,2,2,2,0,0,1,0,0,0,1,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,167.9194606910722,5
2011-ausopen-1103,3,5,1,2,2,3,2,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182.03892138214442,5
2011-ausopen-1103,3,6,1,1,3,3,2,0,0,0,0,1,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,157.3194606910722,5
2011-ausopen-1103,3,7,1,2,3,4,2,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189.3194606910722,5
