match_id,SetNo,GameNo,SetWinP,G_Winner,G_P1GmWon,G_P2GmWon,G_Ser,G_P1Ace,G_P2Ace,G_P1Wn,G_P2Wn,G_P1Df,G_P2Df,G_P1UE,G_P2UE,G_P1NP,G_P2NP,G_P1NPW,G_P2NPW,G_P1BP,G_P2BP,G_P1BPWon,G_P2BPWon,G_P1FW,G_P1BW,G_P2FW,G_P2BW,G_P1SerW,G_P2SerW,G_avg_SerSp,G_totalPoints
2011-ausopen-1105,1,1,1,1,1,0,2,0,0,3,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,195.75,4
2011-ausopen-1105,1,2,1,1,2,0,2,0,0,3,1,0,0,1,1,3,0,3,0,1,0,1,0,0,0,0,0,0,0,160.33333333333334,6
2011-ausopen-1105,1,3,1,1,3,0,2,1,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199.16666666666666,6
2011-ausopen-1105,1,4,1,2,3,1,2,0,2,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162.2389213821444,5
2011-ausopen-1105,1,5,1,2,3,2,2,0,0,0,1,1,0,2,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,190.9194606910722,5
2011-ausopen-1105,1,6,1,1,4,2,2,0,0,2,1,0,0,0,3,0,1,0,1,3,0,1,0,0,0,0,0,0,0,176.0,8
2011-ausopen-1105,1,7,1,1,5,2,2,3,0,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197.07466293192013,8
2011-ausopen-1105,1,8,1,2,5,3,2,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159.5,4
2011-ausopen-1105,1,9,1,1,6,3,2,0,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192.11946069107222,5
2011-ausopen-1163,4,1,2,1,1,0,2,0,0,1,0,0,0,2,0,1,1,1,1,0,2,0,0,0,0,0,0,0,0,173.375,8
2011-ausopen-1163,4,2,2,2,1,1,2,0,0,0,0,0,0,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,146.83333333333334,6
2011-ausopen-1163,4,3,2,2,1,2,2,0,0,1,2,0,0,3,1,1,2,0,1,0,1,0,1,0,0,0,0,0,0,177.75,8
2011-ausopen-1163,4,4,2,2,1,3,2,0,2,2,2,0,0,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,153.25,8
2011-ausopen-1163,4,5,2,2,1,4,2,0,0,0,0,2,0,4,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,169.2389213821444,5
2011-ausopen-1163,4,6,2,2,1,5,2,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,162.2,5
2011-ausopen-1163,4,7,2,0,1,5,1,0,0,2,0,0,0,1,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,168.2,5
2011-ausopen-1163,4,8,2,2,2,6,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.0,5
2011-ausopen-1215,1,1,1,2,0,1,2,0,0,0,3,0,0,1,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,155.0,4
2011-ausopen-1215,1,10,1,1,6,4,2,1,0,2,1,0,0,0,1,3,0,2,0,0,0,0,0,0,0,0,0,0,0,166.2,5
2011-ausopen-1215,1,2,1,2,0,2,2,0,0,1,1,2,0,2,0,1,1,1,1,0,2,0,1,0,0,0,0,0,0,169.2389213821444,5
2011-ausopen-1215,1,3,1,2,0,3,2,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,179.26621724256017,6
2011-ausopen-1215,1,4,1,1,1,3,2,0,0,1,0,1,0,1,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,154.93288390922683,6
2011-ausopen-1215,1,5,1,2,1,4,2,0,0,1,0,0,0,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,166.5,10
2011-ausopen-1215,1,6,1,1,2,4,2,0,0,1,1,0,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,165.16666666666666,6
2011-ausopen-1215,1,7,1,1,3,4,2,0,1,1,2,0,0,0,3,1,1,0,1,1,0,1,0,0,0,0,0,0,0,169.375,8
2011-ausopen-1215,1,8,1,1,4,4,2,0,0,2,0,1,0,1,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,161.43288390922683,6
2011-ausopen-1215,1,9,1,1,5,4,2,0,0,1,0,0,1,1,3,1,3,1,2,2,0,1,0,0,0,0,0,0,0,173.07466293192013,8
2011-ausopen-1219,1,1,2,1,1,0,2,1,0,2,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,181.2,5
2011-ausopen-1219,1,10,2,2,4,6,2,0,0,4,3,0,0,2,0,0,4,0,2,1,0,0,0,0,0,0,0,0,0,160.3831086212801,12
2011-ausopen-1219,1,2,2,2,1,1,2,0,0,1,1,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,149.33333333333334,6
2011-ausopen-1219,1,3,2,1,2,1,2,0,0,1,0,1,0,1,1,1,2,1,2,0,3,0,0,0,0,0,0,0,0,167.19966293192013,8
2011-ausopen-1219,1,4,2,2,2,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168.2,5
2011-ausopen-1219,1,5,2,1,3,2,2,0,0,0,1,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,165.0,6
2011-ausopen-1219,1,6,2,2,3,3,2,0,0,1,0,0,0,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,152.0,5
2011-ausopen-1219,1,7,2,2,3,4,2,0,0,0,3,1,0,2,1,0,1,0,1,0,2,0,1,0,0,0,0,0,0,163.95973034553612,10
2011-ausopen-1219,1,8,2,2,3,5,2,0,0,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159.83333333333334,6
2011-ausopen-1219,1,9,2,1,4,5,2,0,0,3,1,0,0,2,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,160.6,10
2011-ausopen-1219,2,1,2,1,1,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164.5194606910722,5
2011-ausopen-1219,2,2,2,2,1,1,2,0,1,1,2,0,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,171.66666666666666,6
2011-ausopen-1219,2,3,2,1,2,1,2,1,0,2,1,1,0,1,1,2,2,2,1,0,0,0,0,0,0,0,0,0,0,176.43288390922683,6
2011-ausopen-1219,2,4,2,1,3,1,2,0,1,1,3,0,2,1,5,2,3,1,3,3,0,1,0,0,0,0,0,0,0,161.513900493623,14
2011-ausopen-1219,2,5,2,2,3,2,2,0,0,2,1,1,0,3,0,3,0,1,0,0,2,0,1,0,0,0,0,0,0,166.76621724256017,6
2011-ausopen-1219,2,6,2,2,3,3,2,0,0,1,2,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,164.375,8
2011-ausopen-1219,2,7,2,2,3,4,2,0,0,1,2,0,0,1,0,3,0,2,0,0,1,0,1,0,0,0,0,0,0,165.16666666666666,6
2011-ausopen-1219,2,8,2,2,3,5,2,0,0,0,2,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154.9194606910722,5
2011-ausopen-1219,2,9,2,2,3,6,2,0,0,0,0,1,0,4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,157.09955057589352,6
2011-ausopen-1225,3,1,1,1,1,0,2,2,0,4,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,194.5,4
2011-ausopen-1225,3,2,1,2,1,1,2,0,0,1,2,0,0,0,0,1,2,1,2,0,0,0,0,0,0,0,0,0,0,155.2,5
